"Estado","Sexo","Edad","Color","Años de estudio","Ingresos","Altura"
"Alagoas","Masculino","45","Pardo","7","788","1.65"
"Sao Paulo","Femenino","39","Pardo","14","2500","1.62"
"Distrito Federal","Masculino","56","Pardo","6","800","1.66"
"Rio de Janeiro","Femenino","23","Blanco","15","2000","1.71"
"Santa Catarina","Masculino","27","Blanco","15","1500","1.67"
"Rio de Janeiro","Masculino","42","Negro","2","2000","1.68"
"Pernambuco","Masculino","31","Blanco","8","1350","1.67"
"Para","Masculino","60","Pardo","2","3000","1.43"
"Rio de Janeiro","Masculino","32","Pardo","11","2800","1.67"
"Amazonas","Masculino","38","Pardo","6","1200","1.91"
"Ceara","Femenino","50","Pardo","4","300","1.71"
"Bahia","Femenino","44","Pardo","8","788","1.6"
"Amazonas","Masculino","29","Blanco","11","1576","1.8"
"Sao Paulo","Femenino","39","Blanco","15","3500","1.81"
"Bahia","Masculino","40","Pardo","0","200","1.61"
"Maranhao","Masculino","44","Blanco","8","1500","1.69"
"Minas Gerais","Masculino","60","Negro","3","1800","1.58"
"Rondonia","Masculino","30","Pardo","11","2100","1.71"
" Goias","Masculino","48","Pardo","6","1500","1.82"
"Pernambuco","Femenino","30","Blanco","11","400","1.88"
"Pernambuco","Femenino","45","Blanco","3","200","1.66"
"Minas Gerais","Masculino","45","Pardo","5","866","1.73"
"Para","Masculino","50","Pardo","11","1014","1.69"
"Santa Catarina","Femenino","58","Blanco","4","1000","1.85"
"Sao Paulo","Masculino","23","Pardo","11","1200","1.82"
"Rio de Janeiro","Masculino","60","Blanco","7","1380","1.59"
"Rio Grande do Sul","Femenino","30","Blanco","11","1500","1.74"
"Bahia","Femenino","30","Pardo","11","400","1.67"
"Minas Gerais","Masculino","46","Blanco","2","788","1.65"
"Rio de Janeiro","Masculino","53","Pardo","15","3800","1.74"
"Sao Paulo","Femenino","53","Pardo","11","4000","1.64"
" Goias","Masculino","23","Blanco","8","1600","1.65"
"Sao Paulo","Femenino","46","Blanco","8","788","1.67"
"Roraima","Masculino","59","Pardo","1","600","1.76"
"Para","Masculino","29","Pardo","11","900","1.65"
"Sao Paulo","Masculino","58","Negro","7","1100","1.61"
"Sao Paulo","Masculino","51","Pardo","3","900","1.7"
" Goias","Masculino","35","Negro","8","1100","1.78"
"Rio Grande do Sul","Masculino","36","Blanco","6","1100","1.79"
"Piaui","Masculino","53","Blanco","11","90","1.64"
"Parana","Masculino","39","Blanco","5","2200","1.63"
"Rio Grande do Sul","Femenino","47","Blanco","14","2000","1.77"
"Sao Paulo","Masculino","47","Blanco","15","2500","1.7"
"Minas Gerais","Masculino","25","Blanco","14","2100","1.73"
"Minas Gerais","Masculino","40","Blanco","8","850","1.71"
"Sergipe","Masculino","34","Blanco","0","550","1.73"
"Para","Masculino","41","Blanco","7","1500","1.56"
"Rio de Janeiro","Masculino","39","Blanco","5","788","1.8"
"Bahia","Masculino","29","Pardo","11","1000","1.54"
"Amazonas","Masculino","33","Pardo","11","300","1.58"
"Acres","Masculino","30","Negro","8","1500","1.49"
"Bahia","Masculino","60","Pardo","1","600","1.73"
"Para","Masculino","54","Negro","0","788","1.59"
"Pernambuco","Femenino","68","Pardo","2","0","1.67"
"Espirito Santo","Masculino","40","Pardo","3","500","1.69"
"Sao Paulo","Femenino","38","Blanco","0","2000","1.69"
"Rio de Janeiro","Femenino","22","Blanco","8","400","1.49"
"Parana","Masculino","62","Blanco","0","1600","1.59"
"Minas Gerais","Femenino","39","Negro","11","1010","1.59"
"Mato Grosso","Masculino","40","Pardo","9","1400","1.67"
"Parana","Masculino","58","Pardo","11","788","1.56"
"Para","Masculino","63","Blanco","4","300","1.77"
"Minas Gerais","Masculino","46","Blanco","6","788","1.81"
"Minas Gerais","Femenino","36","Blanco","11","1200","1.74"
"Parana","Masculino","41","Blanco","12","6000","1.79"
"Santa Catarina","Masculino","35","Blanco","8","2100","1.72"
"Acres","Masculino","32","Indigena","5","0","1.75"
"Sao Paulo","Masculino","65","Blanco","3","1500","1.77"
"Sergipe","Masculino","54","Blanco","5","1000","1.53"
"Rio de Janeiro","Femenino","55","Negro","3","788","1.71"
"Sao Paulo","Femenino","39","Blanco","15","4200","1.73"
"Pernambuco","Femenino","41","Pardo","5","120","1.65"
"Pernambuco","Masculino","28","Pardo","7","800","1.58"
"Sao Paulo","Masculino","47","Negro","15","1700","1.76"
"Minas Gerais","Femenino","32","Pardo","11","1112","1.63"
"Para","Femenino","59","Pardo","5","1000","1.72"
" Goias","Masculino","41","Pardo","4","1600","1.74"
"Mato Grosso","Masculino","39","Pardo","11","1200","1.76"
"Rio Grande do Sul","Masculino","49","Blanco","8","1500","1.73"
"Rio Grande do Sul","Femenino","38","Blanco","9","800","1.71"
"Minas Gerais","Masculino","31","Pardo","7","1800","1.71"
"Sao Paulo","Masculino","49","Blanco","15","2000","1.69"
"Rio Grande do Sul","Masculino","59","Blanco","2","3200","1.6"
"Para","Masculino","51","Pardo","5","800","1.64"
"Rio de Janeiro","Femenino","45","Blanco","11","1577","1.67"
"Para","Masculino","25","Pardo","0","800","1.8"
"Rio Grande do Sul","Masculino","38","Pardo","12","1500","1.69"
" Goias","Masculino","30","Pardo","1","900","1.63"
"Ceara","Masculino","23","Pardo","11","1000","1.84"
"Minas Gerais","Masculino","23","Pardo","11","350","1.71"
"Distrito Federal","Femenino","45","Pardo","15","5000","1.74"
"Para","Femenino","22","Pardo","11","788","1.62"
"Amapa","Masculino","31","Pardo","11","3500","1.78"
"Acres","Masculino","50","Blanco","15","20000","1.59"
"Para","Femenino","48","Negro","11","1500","1.78"
"Rio Grande do Sul","Masculino","46","Blanco","15","2000","1.63"
"Sao Paulo","Masculino","36","Blanco","15","10000","1.6"
"Rio de Janeiro","Masculino","52","Pardo","11","1100","1.7"
"Para","Femenino","43","Pardo","10","500","1.65"
"Para","Masculino","58","Pardo","7","788","1.57"
"Minas Gerais","Femenino","34","Blanco","15","3500","1.75"
"Parana","Femenino","57","Blanco","11","2000","1.74"
" Goias","Masculino","78","Pardo","8","0","1.65"
"Pernambuco","Masculino","49","Pardo","2","850","1.79"
"Santa Catarina","Masculino","48","Blanco","15","4000","1.62"
"Bahia","Femenino","79","Indigena","0","95","1.66"
"Rio Grande do Sul","Masculino","53","Blanco","6","788","1.72"
"Santa Catarina","Masculino","50","Blanco","8","2000","1.73"
"Minas Gerais","Femenino","52","Pardo","4","622","1.78"
"Rondonia","Masculino","25","Pardo","11","1300","1.71"
